id	crohnall.yes	crohnall.no	commensal.yes	commensal.no	pvalues	pvalues.adj	pvalues.adj.bh
OG0005643:___hypothetical_protein	4	23	3	21	1	1	1
OG0002000:___GTPase_Der	27	0	24	0	1	1	1
OG0003108:___bacteriophage_N4_receptor,_outer_membrane_subunit	26	1	23	1	1	1	1
OG0003849:___Manganese_transport_system_membrane_protein_MntB	22	5	11	13	0.0100002614044202	1	1
OG0002804:___Superoxide_dismutase_[Mn]	27	0	24	0	1	1	1
OG0000248:___Glucuronide_carrier_protein	27	0	24	0	1	1	1
OG0002539:___Cell_division_ATP-binding_protein_FtsE	27	0	24	0	1	1	1
OG0002449:___50S_ribosomal_protein_L4	27	0	24	0	1	1	1
OG0006667:___ASCH_domain_protein	2	25	2	22	1	1	1
OG0000974:___Cytochrome_bo(3)_ubiquinol_oxidase_subunit_3	27	0	24	0	1	1	1
OG0008477:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0009444:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000365:___Sulfate_transport_system_permease_protein_CysW	27	0	24	0	1	1	1
OG0001083:___hypothetical_protein	27	0	24	0	1	1	1
OG0002380:___Putative_N-acetylmannosamine-6-phosphate_2-epimerase	27	0	24	0	1	1	1
OG0006362:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0000218:___putative_membrane_protein_YjcC	27	0	24	0	1	1	1
OG0003782:___D-allulose-6-phosphate_3-epimerase	23	4	16	8	0.186675118992215	1	1
OG0010556:___Formate_dehydrogenase,_nitrate-inducible,_major_subunit_precursor	1	26	0	24	1	1	1
OG0008206:___Outer_membrane_protein_(OmpH-like)	2	25	0	24	0.491764705882353	1	1
OG0010486:___Transcriptional_activatory_protein_AadR	1	26	0	24	1	1	1
OG0005092:___Phenolic_acid_decarboxylase_subunit_C	3	24	9	15	0.0456157698715068	1	1
OG0005336:___Alpha-hemolysin_translocation_ATP-binding_protein_HlyB	5	22	5	19	1	1	1
OG0009978:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000394:___Dipeptide_permease_D	27	0	24	0	1	1	1
OG0009221:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005771:___Fibronectin_type_III_domain_protein	5	22	0	24	0.0524609843937575	1	1
OG0005427:___hypothetical_protein	4	23	5	19	0.718031260005239	1	1
OG0002404:___Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase	27	0	24	0	1	1	1
OG0005322:___hypothetical_protein	4	23	6	18	0.485295157152421	1	1
OG0000571:___Putative_ribosomal_N-acetyltransferase_YdaF	27	0	24	0	1	1	1
OG0000475:___Xanthine_dehydrogenase_molybdenum-binding_subunit	26	1	24	0	1	1	1
OG0010337:___hypothetical_protein	1	26	0	24	1	1	1
OG0011588:___Aspartokinase_I/homoserine_dehydrogenase_I	1	26	0	24	1	1	1
OG0004601:___hypothetical_protein	10	17	8	16	1	1	1
OG0000290:___Ammonia_channel_precursor	27	0	24	0	1	1	1
OG0010428:___hypothetical_protein	1	26	0	24	1	1	1
OG0004785:___ImpA_domain_protein	7	20	8	16	0.759029445762082	1	1
OG0008658:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000644:___Cytochrome_c-type_biogenesis_protein_CcmF	27	0	23	1	0.470588235294118	1	1
OG0007755:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006019:___hypothetical_protein	0	27	5	19	0.0180940461290899	1	1
OG0010245:___hypothetical_protein	1	26	0	24	1	1	1
OG0009417:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010350:___hypothetical_protein	1	26	0	24	1	1	1
OG0001372:___hypothetical_protein	27	0	24	0	1	1	1
OG0010829:___hypothetical_protein	1	26	0	24	1	1	1
OG0000035:___Putative_dimethyl_sulfoxide_reductase_chain_YnfE_precursor	23	4	23	1	0.35390156062425	1	1
OG0005796:___hypothetical_protein	1	26	5	19	0.0876324998084339	1	1
OG0005610:___hypothetical_protein	3	24	4	20	0.693187913463258	1	1
OG0004258:___DNA_replication_protein_DnaC	7	20	8	16	0.759029445762082	1	1
OG0004840:___hypothetical_protein	6	21	7	17	0.749033630178879	1	1
OG0000119:___Transposase	11	16	16	8	0.0930160514237141	1	1
OG0004342:___hypothetical_protein	15	12	8	16	0.160168232189774	1	1
OG0009252:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007143:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0000592:___putative_amino-acid_metabolite_efflux_pump	27	0	24	0	1	1	1
OG0001044:___Miniconductance_mechanosensitive_channel_YbdG	27	0	24	0	1	1	1
OG0001986:___pheromone_autoinducer_2_transporter	27	0	24	0	1	1	1
OG0002677:___HTH-type_transcriptional_regulator_LutR	26	1	24	0	1	1	1
OG0006723:___VRR-NUC_domain_protein	4	23	0	24	0.112749099639856	1	1
OG0004148:___hypothetical_protein	12	15	15	9	0.264081227358935	1	1
OG0000816:___UDP-N-acetylmuramate--L-alanine_ligase	27	0	24	0	1	1	1
OG0005365:___bacteriophage_N4_receptor,_outer_membrane_subunit	3	24	6	18	0.275910502746373	1	1
OG0006557:___DNA-dependent_helicase_II	2	25	2	22	1	1	1
OG0006666:___General_stress_protein_18	3	24	1	23	0.61234093637455	1	1
OG0004080:___HTH-type_transcriptional_activator_AllS	19	8	10	14	0.0508168097499006	1	1
OG0003705:___Poly-beta-1,6-N-acetyl-D-glucosamine_synthase	23	4	17	7	0.309542283984954	1	1
OG0003913:___Mannose_permease_IID_component	21	6	12	12	0.046328710047468	1	1
OG0002926:___Multidrug_resistance_protein_MdtN	27	0	24	0	1	1	1
OG0008334:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0008500:___Succinate_dehydrogenase_flavoprotein_subunit	2	25	0	24	0.491764705882353	1	1
OG0011294:___hypothetical_protein	1	26	0	24	1	1	1
OG0005689:___Transposase_IS66_family_protein	1	26	6	18	0.0420489898086894	1	1
OG0005708:___hypothetical_protein	3	24	4	20	0.693187913463258	1	1
OG0003167:___Trypsin	27	0	23	1	0.470588235294118	1	1
OG0006333:___putative_DNA_double-strand_break_repair_Rad50_ATPase	5	22	0	24	0.0524609843937575	1	1
OG0000898:___HTH-type_transcriptional_regulator_DmlR	27	0	24	0	1	1	1
OG0011082:___hypothetical_protein	1	26	0	24	1	1	1
OG0002964:___Inner_membrane_transporter_YjeM	27	0	24	0	1	1	1
OG0000411:___Paraquat-inducible_protein_A	27	0	24	0	1	1	1
OG0001668:___Mannose_permease_IIC_component	27	0	24	0	1	1	1
OG0010162:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002168:___Glutamate_synthase_[NADPH]_small_chain	26	1	24	0	1	1	1
OG0009188:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005605:___HTH-type_transcriptional_regulator_AppY	4	23	3	21	1	1	1
OG0002560:___Low-affinity_inorganic_phosphate_transporter_1	27	0	24	0	1	1	1
OG0001804:___S-formylglutathione_hydrolase_YeiG	27	0	24	0	1	1	1
OG0004611:___Sugar_efflux_transporter_A	6	21	11	13	0.135735172440016	1	1
OG0003106:___Ureidoglycolate_dehydrogenase_(NAD(+))	27	0	23	1	0.470588235294118	1	1
OG0004409:___Phage_terminase,_small_subunit	13	14	6	18	0.146301390722771	1	1
OG0001642:___L-asparaginase_1	27	0	24	0	1	1	1
OG0010077:___hypothetical_protein	1	26	0	24	1	1	1
OG0010748:___hypothetical_protein	1	26	0	24	1	1	1
OG0009451:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000973:___Cytochrome_bo(3)_ubiquinol_oxidase_subunit_4	27	0	24	0	1	1	1
OG0010858:___hypothetical_protein	1	26	0	24	1	1	1
OG0006273:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0005522:___Glycosyltransferase_KanE	3	24	4	20	0.693187913463258	1	1
OG0003351:___50S_ribosomal_protein_L11	27	0	23	1	0.470588235294118	1	1
OG0006057:___Pentapeptide_repeats_(8_copies)	2	25	3	21	0.656330617353324	1	1
OG0008885:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007317:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0006810:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0004901:___hypothetical_protein	9	18	5	19	0.362677508217417	1	1
OG0004559:___Carbon_monoxide_dehydrogenase_small_chain	6	21	12	12	0.046328710047468	1	1
OG0010770:___hypothetical_protein	1	26	0	24	1	1	1
OG0007054:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0003908:___Nicotinate-nucleotide_pyrophosphorylase_[carboxylating]	20	7	13	11	0.156332610611463	1	1
OG0010103:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009462:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000587:___Putative_oxidoreductase_YdbC	27	0	24	0	1	1	1
OG0002785:___GTP-binding_protein_TypA/BipA	27	0	24	0	1	1	1
OG0006444:___hypothetical_protein	2	25	2	22	1	1	1
OG0005515:___hypothetical_protein	3	24	4	20	0.693187913463258	1	1
OG0011413:___Sensor_histidine_kinase_YehU	1	26	0	24	1	1	1
OG0008221:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0010189:___hypothetical_protein	1	26	0	24	1	1	1
OG0007515:___hypothetical_protein	1	26	1	23	1	1	1
OG0009270:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010775:___Acetyl-coenzyme_A_synthetase	1	26	0	24	1	1	1
OG0006640:___hypothetical_protein	2	25	2	22	1	1	1
OG0005818:___Pilin_accessory_protein_(PilO)	3	24	3	21	1	1	1
OG0006574:___hypothetical_protein	2	25	1	23	1	1	1
OG0008977:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005200:___C4-dicarboxylate_transport_transcriptional_regulatory_protein_DctD	5	22	6	18	0.735824873872504	1	1
OG0000331:___Ribonucleoside-diphosphate_reductase_2_subunit_alpha	26	1	24	0	1	1	1
OG0005545:___Chaperone_protein_FimC_precursor	6	21	2	22	0.255283389951725	1	1
OG0000869:___Bifunctional_uridylyltransferase/uridylyl-removing_enzyme	27	0	24	0	1	1	1
OG0001422:___Oligopeptide_transport_system_permease_protein_OppB	27	0	24	0	1	1	1
OG0008002:___hypothetical_protein	1	26	1	23	1	1	1
OG0009967:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006115:___Regulatory_protein_UhpC	0	27	5	19	0.0180940461290899	1	1
OG0011449:___D-ribose-binding_periplasmic_protein_precursor	1	26	0	24	1	1	1
OG0003948:___Citrate_carrier	18	9	10	14	0.0951998621803338	1	1
OG0007033:___PsiA_protein	0	27	3	21	0.0971908763505402	1	1
OG0001791:___Inner_membrane_protein_YohD	27	0	24	0	1	1	1
OG0003528:___Putative_aminoacrylate_peracid_reductase_RutC	24	3	24	0	0.237647058823529	1	1
OG0005083:___Tetracycline_resistance_protein,_class_C	6	21	6	18	1	1	1
OG0003655:___Type_II_secretion_system_protein_D_precursor	26	1	20	4	0.174595795765115	1	1
OG0001025:___Putative_allantoin_permease	27	0	24	0	1	1	1
OG0006027:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0002301:___Glutathionyl-hydroquinone_reductase_YqjG	27	0	24	0	1	1	1
OG0009509:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000790:___DnaJ-like_protein_DjlA	27	0	24	0	1	1	1
OG0006384:___hypothetical_protein	2	25	2	22	1	1	1
OG0004757:___hypothetical_protein	13	14	3	21	0.00760887226172462	1	1
OG0005493:___hypothetical_protein	4	23	4	20	1	1	1
OG0005201:___HicB_family_protein	4	23	7	17	0.309542283984955	1	1
OG0005565:___Glycosyl_transferases_group_1	4	23	4	20	1	1	1
OG0003633:___hypothetical_protein	20	7	13	11	0.156332610611463	1	1
OG0009582:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008922:___Aminodeoxychorismate_lyase	0	27	1	23	0.470588235294118	1	1
OG0005802:___integrase	5	22	1	23	0.195215958723915	1	1
OG0003099:___Thiamine-monophosphate_kinase	27	0	23	1	0.470588235294118	1	1
OG0001245:___3-phosphoshikimate_1-carboxyvinyltransferase	27	0	24	0	1	1	1
OG0001209:___Putative_bacterial_sensory_transduction_regulator	27	0	24	0	1	1	1
OG0010574:___hypothetical_protein	1	26	0	24	1	1	1
OG0003086:___Succinyl-CoA_ligase_[ADP-forming]_subunit_alpha	26	1	24	0	1	1	1
OG0001430:___putative_intracellular_septation_protein_A	27	0	24	0	1	1	1
OG0006134:___Gamma-glutamyl_phosphate_reductase	3	24	2	22	1	1	1
OG0000729:___Nitrogen_regulation_protein_NR(I)	27	0	24	0	1	1	1
OG0004398:___Autoinducer_2-binding_protein_LsrB_precursor	8	19	13	11	0.0937463860267731	1	1
OG0010109:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009238:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002083:___Transcriptional_repressor_MprA	26	1	24	0	1	1	1
OG0006066:___3-oxoacyl-[acyl-carrier-protein]_synthase_2	0	27	5	19	0.0180940461290899	1	1
OG0010511:___ParB-like_nuclease_domain_protein	1	26	0	24	1	1	1
OG0002758:___Carboxymethylenebutenolidase	27	0	24	0	1	1	1
OG0008502:___tRNA_5-methylaminomethyl-2-thiouridine_biosynthesis_bifunctional_protein_MnmC	2	25	0	24	0.491764705882353	1	1
OG0007860:___Cystathionine_beta-lyase_PatB	1	26	1	23	1	1	1
OG0006792:___Phenylalanine-specific_permease	1	26	2	22	0.595486194477791	1	1
OG0007140:___sn-glycerol-3-phosphate_import_ATP-binding_protein_UgpC	2	25	1	23	1	1	1
OG0003583:___50S_ribosomal_protein_L31_type_B	24	3	23	1	0.61234093637455	1	1
OG0003677:___hypothetical_protein	18	9	16	8	1	1	1
OG0007998:___Glucitol_operon_repressor	1	26	1	23	1	1	1
OG0001923:___hypothetical_protein	27	0	24	0	1	1	1
OG0010724:___hypothetical_protein	1	26	0	24	1	1	1
OG0006452:___hypothetical_protein	2	25	2	22	1	1	1
OG0009545:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004520:___DNA_primase_TraC	6	21	6	18	1	1	1
OG0008984:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008965:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005372:___hypothetical_protein	2	25	4	20	0.402314117136216	1	1
OG0005934:___hypothetical_protein	5	22	1	23	0.195215958723915	1	1
OG0011287:___6-phosphofructokinase_isozyme_1	1	26	0	24	1	1	1
OG0011762:___Allantoinase	0	27	1	23	0.470588235294118	1	1
OG0005366:___O-Antigen_ligase	2	25	7	17	0.0659420621291565	1	1
OG0003520:___Inner_membrane_protein_YkgB	25	2	23	1	1	1	1
OG0006762:___Formate_dehydrogenase,_nitrate-inducible,_major_subunit_precursor	2	25	1	23	1	1	1
OG0007158:___gene_X_product	2	25	1	23	1	1	1
OG0000249:___Phosphoenolpyruvate_synthase	27	0	24	0	1	1	1
OG0000899:___hypothetical_protein	27	0	24	0	1	1	1
OG0010982:___hypothetical_protein	1	26	0	24	1	1	1
OG0010792:___hypothetical_protein	1	26	0	24	1	1	1
OG0001520:___putative_glutamate/gamma-aminobutyrate_antiporter	27	0	24	0	1	1	1
OG0011355:___hypothetical_protein	1	26	0	24	1	1	1
OG0006308:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0009590:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008371:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0001657:___putative_S-adenosyl-L-methionine-dependent_methyltransferase_TehB	27	0	24	0	1	1	1
OG0003985:___Toxin_CcdB	19	8	12	12	0.161420561083853	1	1
OG0003021:___Regulator_of_ribonuclease_activity_B	27	0	24	0	1	1	1
OG0011150:___hypothetical_protein	1	26	0	24	1	1	1
OG0007345:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0002059:___T-protein	27	0	24	0	1	1	1
OG0001685:___Inner_membrane_protein_YebZ	27	0	24	0	1	1	1
OG0007170:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0004124:___putative_HTH-type_transcriptional_regulator_YbbH	18	9	10	14	0.0951998621803338	1	1
OG0010150:___DNA_phosphorothioation-dependent_restriction_protein_DptH	0	27	1	23	0.470588235294118	1	1
OG0006214:___hypothetical_protein	3	24	2	22	1	1	1
OG0011277:___Ribosomal_protein_S12_methylthiotransferase_accessory_factor_YcaO	1	26	0	24	1	1	1
OG0004881:___Bacteriophage_lambda_minor_tail_protein_(GpG)	7	20	5	19	0.749033630178879	1	1
OG0007465:___Aspartate_racemase	0	27	2	22	0.216470588235294	1	1
OG0011598:___hypothetical_protein	1	26	0	24	1	1	1
OG0007439:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005646:___hypothetical_protein	3	24	4	20	0.693187913463258	1	1
OG0001373:___hypothetical_protein	27	0	24	0	1	1	1
OG0000343:___Major_exported_protein	19	8	21	3	0.182004320778287	1	1
OG0010309:___Pesticin_receptor_precursor	1	26	0	24	1	1	1
OG0002254:___LigB_family_dioxygenase	27	0	24	0	1	1	1
OG0007019:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0006579:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0009986:___Helix-destabilizing_protein	0	27	1	23	0.470588235294118	1	1
OG0000852:___Poly(A)_polymerase_I_precursor	27	0	24	0	1	1	1
OG0003230:___Formyl-coenzyme_A_transferase	26	1	24	0	1	1	1
OG0000868:___2,3,4,5-tetrahydropyridine-2,6-dicarboxylate_N-succinyltransferase	27	0	24	0	1	1	1
OG0010404:___hypothetical_protein	1	26	0	24	1	1	1
OG0002180:___hypothetical_protein	27	0	24	0	1	1	1
OG0011616:___hypothetical_protein	1	26	0	24	1	1	1
OG0001038:___ribosome-associated_protein	27	0	24	0	1	1	1
OG0004951:___N-acetylneuraminate_epimerase_precursor	5	22	7	17	0.511276016664133	1	1
OG0005115:___hypothetical_protein	5	22	7	17	0.511276016664133	1	1
OG0011028:___hypothetical_protein	1	26	0	24	1	1	1
OG0001069:___Ribonuclease_I_precursor	27	0	24	0	1	1	1
OG0000308:___Blue_light-_and_temperature-regulated_antirepressor_YcgF	25	2	24	0	0.491764705882353	1	1
OG0010394:___hypothetical_protein	1	26	0	24	1	1	1
OG0004254:___HTH-type_transcriptional_regulator_GadX	7	20	14	10	0.0248869153069775	1	1
OG0006381:___hypothetical_protein	2	25	2	22	1	1	1
OG0004529:___Deoxyribose_operon_repressor	10	17	9	15	1	1	1
OG0002525:___putative_oxidoreductase_YhhX	27	0	24	0	1	1	1
OG0008603:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009008:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006216:___Cystathionine_beta-lyase_PatB	2	25	3	21	0.656330617353324	1	1
OG0008022:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006721:___polynucleotide_kinase	4	23	0	24	0.112749099639856	1	1
OG0003718:___Xanthosine_permease	21	6	20	4	0.731458342862133	1	1
OG0011034:___Dipeptide_and_tripeptide_permease_A	1	26	0	24	1	1	1
OG0007231:___integrating_conjugative_element_protein,_family	2	25	1	23	1	1	1
OG0005421:___hypothetical_protein	5	22	3	21	0.707133917396746	1	1
OG0002845:___N-acetyl-gamma-glutamyl-phosphate_reductase	27	0	24	0	1	1	1
OG0010326:___hypothetical_protein	1	26	0	24	1	1	1
OG0007070:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0003362:___Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnH	26	1	24	0	1	1	1
OG0003265:___Glutamate--cysteine_ligase	27	0	23	1	0.470588235294118	1	1
OG0002857:___hypothetical_protein	27	0	24	0	1	1	1
OG0004287:___hypothetical_protein	10	17	7	17	0.766636805410863	1	1
OG0003502:___hypothetical_protein	27	0	22	2	0.216470588235294	1	1
OG0004109:___hypothetical_protein	17	10	10	14	0.165081806392169	1	1
OG0011402:___hypothetical_protein	1	26	0	24	1	1	1
OG0004010:___hypothetical_protein	15	12	13	11	1	1	1
OG0008286:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0007031:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0002220:___Nucleoside_permease_NupG	27	0	24	0	1	1	1
OG0009880:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003267:___Glucitol/sorbitol-specific_phosphotransferase_enzyme_IIB_component	27	0	22	2	0.216470588235294	1	1
OG0004137:___hypothetical_protein	12	15	12	12	0.781924352415865	1	1
OG0003486:___putative_FAD-linked_oxidoreductase	26	1	22	2	0.595486194477791	1	1
OG0000437:___N-succinylglutamate_5-semialdehyde_dehydrogenase	27	0	24	0	1	1	1
OG0007036:___hypothetical_protein	1	26	1	23	1	1	1
OG0008233:___Maltose_O-acetyltransferase	2	25	0	24	0.491764705882353	1	1
OG0008548:___Sulfate_starvation-induced_protein_2	2	25	0	24	0.491764705882353	1	1
OG0008907:___D-amino_acid_dehydrogenase_small_subunit	0	27	1	23	0.470588235294118	1	1
OG0011691:___Outer_membrane_protein_assembly_factor_BamC_precursor	1	26	0	24	1	1	1
OG0006363:___putative_HTH-type_transcriptional_regulator_YbaQ	5	22	0	24	0.0524609843937575	1	1
OG0002948:___Aspartate_ammonia-lyase	27	0	24	0	1	1	1
OG0006681:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0007681:___Threonylcarbamoyl-AMP_synthase	0	27	2	22	0.216470588235294	1	1
OG0004953:___HTH-type_transcriptional_regulator_LutR	5	22	7	17	0.511276016664133	1	1
OG0009161:___Thiol:disulfide_interchange_protein_DsbA_precursor	0	27	1	23	0.470588235294118	1	1
OG0007889:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0008497:___3-ketoacyl-CoA_thiolase	2	25	0	24	0.491764705882353	1	1
OG0011734:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011571:___Peptidase_B	1	26	0	24	1	1	1
OG0001066:___Alkyl_hydroperoxide_reductase_subunit_C	27	0	24	0	1	1	1
OG0010038:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003784:___HTH-type_transcriptional_regulator_RpiR	23	4	16	8	0.186675118992215	1	1
OG0000328:___reactivating_factor_for_ethanolamine_ammonia_lyase	27	0	24	0	1	1	1
OG0011455:___Inner_membrane_transport_protein_YajR	1	26	0	24	1	1	1
OG0009581:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005762:___hypothetical_protein	5	22	2	22	0.424727337743608	1	1
OG0004085:___Succinyl-CoA_ligase_[ADP-forming]_subunit_alpha	19	8	10	14	0.0508168097499006	1	1
OG0006629:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0003729:___hypothetical_protein	13	14	16	8	0.258841420557446	1	1
OG0001014:___Modulator_of_FtsH_protease_HflK	27	0	24	0	1	1	1
OG0011259:___ATP-dependent_zinc_metalloprotease_FtsH_4	1	26	0	24	1	1	1
OG0000087:___Phage_portal_protein,_lambda_family	22	5	21	3	0.707133917396746	1	1
OG0008228:___Polysaccharide_biosynthesis_protein	2	25	0	24	0.491764705882353	1	1
OG0009904:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005262:___hypothetical_protein	2	25	8	16	0.0325828500623406	1	1
OG0005849:___Maltoporin_precursor	1	26	5	19	0.0876324998084339	1	1
OG0008444:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0003939:___Glyoxal_reductase	21	6	11	13	0.0234420960552675	1	1
OG0001202:___Inner_membrane_protein_YbjJ	27	0	24	0	1	1	1
OG0007338:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0003945:___hypothetical_protein	19	8	13	11	0.26065729745386	1	1
OG0003131:___Pyrimidine_monooxygenase_RutA	26	1	24	0	1	1	1
OG0004896:___hypothetical_protein	9	18	4	20	0.211119895273493	1	1
OG0006696:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0005975:___Kappa-carrageenase_precursor	5	22	0	24	0.0524609843937575	1	1
OG0006238:___hypothetical_protein	3	24	2	22	1	1	1
OG0010354:___hypothetical_protein	1	26	0	24	1	1	1
OG0002538:___Cell_division_protein_FtsX	27	0	24	0	1	1	1
OG0008568:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010146:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011748:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007473:___3-octaprenyl-4-hydroxybenzoate_carboxy-lyase	0	27	2	22	0.216470588235294	1	1
OG0005825:___Peptidyl-dipeptidase_dcp	3	24	3	21	1	1	1
OG0000738:___Class_B_acid_phosphatase_precursor	27	0	24	0	1	1	1
OG0005163:___L-carnitine/gamma-butyrobetaine_antiporter	10	17	2	22	0.0215252657102474	1	1
OG0001214:___23S_rRNA_(uracil(747)-C(5))-methyltransferase_RlmC	27	0	24	0	1	1	1
OG0004126:___anaerobic_benzoate_catabolism_transcriptional_regulator	18	9	10	14	0.0951998621803338	1	1
OG0004603:___Conjugative_accessory_protein_MbeC	5	22	6	18	0.735824873872504	1	1
OG0003966:___Modification_methylase_DpnIIB	10	17	12	12	0.405006406452513	1	1
OG0002314:___5-keto-4-deoxy-D-glucarate_aldolase	27	0	24	0	1	1	1
OG0004386:___hypothetical_protein	8	19	13	11	0.0937463860267731	1	1
OG0011060:___SacI_restriction_endonuclease	1	26	0	24	1	1	1
OG0010857:___hypothetical_protein	1	26	0	24	1	1	1
OG0007263:___Transposase	2	25	1	23	1	1	1
OG0004457:___Cold_shock-like_protein_CspB	9	18	9	15	0.777618602803293	1	1
OG0011728:___SMI1_/_KNR4_family_protein	0	27	1	23	0.470588235294118	1	1
OG0004494:___hypothetical_protein	10	17	8	16	1	1	1
OG0011425:___hypothetical_protein	1	26	0	24	1	1	1
OG0006338:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0001650:___hypothetical_protein	27	0	24	0	1	1	1
OG0005967:___hypothetical_protein	5	22	1	23	0.195215958723915	1	1
OG0008144:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0008886:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006818:___Ribitol_2-dehydrogenase	0	27	3	21	0.0971908763505402	1	1
OG0006607:___Transcriptional_activator_protein_BglJ	2	25	2	22	1	1	1
OG0000021:___Cytoskeleton_bundling-enhancing_protein_CbeA	17	10	18	6	0.384483855903391	1	1
OG0002214:___hypothetical_protein	27	0	24	0	1	1	1
OG0006120:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0004283:___HTH-type_transcriptional_regulatory_protein_GabR	15	12	9	15	0.264081227358935	1	1
OG0009617:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007037:___SprT-like_family_protein	2	25	1	23	1	1	1
OG0008135:___hypothetical_protein	1	26	1	23	1	1	1
OG0005028:___Polyketide_biosynthesis_malonyl_CoA-acyl_carrier_protein_transacylase_PksC	5	22	7	17	0.511276016664133	1	1
OG0006878:___hypothetical_protein	2	25	1	23	1	1	1
OG0008979:___HEPN_domain_protein	0	27	1	23	0.470588235294118	1	1
OG0002698:___ATP_synthase_epsilon_chain	27	0	24	0	1	1	1
OG0011585:___Iron(III)_dicitrate_transport_protein_FecA	1	26	0	24	1	1	1
OG0003204:___Sulfoxide_reductase_catalytic_subunit_YedY_precursor	26	1	24	0	1	1	1
OG0002544:___YhhN-like_protein	27	0	24	0	1	1	1
OG0007725:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
